@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute STD_DEV_COLS numeric
@attribute LOCAL_RATIO_EMPTY_ROW_5 numeric
@attribute LOCAL_DIGIT_AMOUNT_VARIANCE_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_WHITESPACE_ROW_0 numeric
@attribute LOCAL_RATIO_SPECIAL_CHAR_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
2060,2,2,2,0,0,0,6.5,5,9,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,ENTITY
2062,1.090909,2,11,0,0,4,8.363636,6,175.338843,0.090909,0,0,0,0.5,0,0,0.909091,0.5,0,0,0,1,0,0,0,ENTITY
2063,2.5,1.666667,2.5,0.471405,0,0.25,19,7,5402.25,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,1,0,0,0,ENTITY
2064,1.333333,2,3,0,0,0,15.666667,12.5,0.666667,0.333333,0,0,0,0,0,0.333333,0,0,0,0,1,0.5,0,0,0,ENTITY
2066,7,2,7,0,0,0,24,36.5,113.387755,0,0,0,0,0,0,0.285714,0.285714,0,0,0,1,1,0,0,0,ENTITY
2068,4.5,1.833333,5.5,0.372678,0,1,28.666667,36.5,376.24,0,0,0,0,0,0,0.833333,0.8,1,0,0,1,0.5,0,0,0,ENTITY
2070,3,2,4,0,0,4,7,14.5,428.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,1,0,0,0,ENTITY
2075,3.333333,3,8,0,0,0,3.75,15.666667,331.5,0.125,0,0,0,0,0.333333,0,0,0,0,0,0.333333,0.333333,0,0,0,ENTITY
2079,2,2,7,0,0,0,11.857143,13,2456.408163,0.714286,0,0,0,0.5,0.5,0,0.285714,0.5,1,0,0.5,0.5,0,0,0,ENTITY
2080,2,2,5,0,0,0,6.4,9,174.16,0.2,0,0,0,0.5,0,0,0.4,0.5,0,0,0.5,1,0,0,0,ENTITY
2081,5,2,6,0,0,0.25,10.166667,11,641.805556,0.166667,0,0,0,0.5,0.5,0,0.833333,0.5,0,0,0.5,1,0,0,0,ENTITY
2089,3,2,10,0,0,0,10.7,6.5,284131.49,0.4,0,0,0,0.5,0.5,0,0.4,0.5,0,0,0,0.5,0.1,0,0,ENTITY
2092,3,2,4,0,0,9,11.75,11,1.6875,0,0,0,0,0.5,0,0,1,0.5,0,0,0.5,0.5,0,0,0,ENTITY
2105,5,2,9,0,0,0,11.111111,13.5,92.444444,0.222222,0,0,0,0,0,0,0.222222,0,1,0,0.5,0,0.222222,0,0,ENTITY
2108,1,4,2,0,0,0,4.5,4.75,6.25,0.5,0,0,0,0,0,0,0,0.25,0.5,0.5,0,0,0,0,0,ENTITY
2109,0.666667,1.666667,5,0.471405,0,0,6.833333,10.5,2.25,0,0,0,0,0,0,0.166667,0.75,1,0,0,0.5,0,0,0,0,ENTITY
2110,2,2,8,0,0,0,6.125,23.5,74.859375,0.75,0,0,0,0,0,0,0.875,0.5,1,0,0.5,0.5,0,0,0,ENTITY
2111,1.666667,3,3,0,0,4.666667,4,7.666667,0.666667,1,0,0,0,0.333333,0,0.666667,1,0.666667,0,0,0.333333,0.666667,0.666667,0.333333,0.333333,ENTITY
2122,1,2,5,0,0,2.25,9.8,17,64677.04,0.4,0,0,0,0.5,0.5,0,0.8,0.5,0,0,0.5,0.5,0.2,0,0,ENTITY
2123,2,2,2,0,0,121,7,31.5,0,0,0,0,0,0.5,0.5,0,1,0.5,1,0,0.5,1,0,0,0,ENTITY
2124,1,3,2,0,0,0,9.5,11.333333,0,0,0,0,0,0,0.333333,0.5,0.5,0.666667,0.5,0.5,0.666667,0,0.5,0.666667,0.666667,ENTITY
2125,4.333333,3,5,0,0,0,1,8.333333,4.8,0,0,0,1,0.333333,0,0,0.4,0.333333,0,0,0.333333,0.333333,0,0,0,ENTITY
2126,1,1.8,9,0.4,0,0,10.7,13,1374.609375,0.5,0.1,0,0,0,1,0,0,0,0,0,1,0.5,0,0,0,ENTITY
2131,1.333333,2,6,0,0,0,8.666667,28,294.138889,0.166667,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0,ENTITY
2132,3,2,6,0,0,20.25,8.166667,6,7925.555556,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0.166667,0,0,ENTITY
2133,8,2,8,0,0,0,11.25,19,579.6875,0,0,0,0,0,0,0,0.25,0.5,0,0,0.5,0.5,0,0,0,ENTITY
2140,0.666667,1.777778,8,0.41574,0,0,14.444444,16.5,121.387755,0.285714,0,0,0,0,0,0,0.714286,0.5,0,0,0.5,0,0,0,0,ENTITY
2141,2,2,2,0,0,36,7,16,90.25,0,0,0,0,0.5,0,0,1,0.5,0,0,0.5,1,0,0,0,ENTITY
2143,5,2,5,0,0,0.25,62.4,32.5,0,0,0,0,0,0.5,0,1,1,1,0,0,0.5,1,0,0,0,ENTITY
2144,4,5,2,0,0,0,7.5,8.2,1,0,0,0,0,0,0,0.5,0.5,0.8,0,0,0,0,0,0,0,ENTITY
2145,3,2,5,0,0,0,8,7.5,18.16,0.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,ENTITY
2146,1.2,2,5,0,0,9,9.2,9.5,93.6,0,0,0,0,0.5,0,0,0.8,0.5,0,0,0.5,1,0,0,0,ENTITY
2147,2,3,2,0,0,0,24.5,29,16,0,0,0,0,0,0,0.5,0.5,1,0,0,1,1,0,0,0,ENTITY
2148,2.5,1.8,4.5,0.4,0,0,19.6,18,2751.1875,0,0,0,0,0,0,0,0.5,0.5,0.2,0,1,0,0.25,0,0.5,ENTITY
2151,1,2,11,0,0,2.25,11.181818,8.5,34.049587,0.181818,0,0,0,0,0,0,0.909091,0.5,1,0,0,0.5,0.090909,0,0,ENTITY
2152,1.5,4,2,0,0,0.6875,6,2.75,16,0.5,0,0,0,0,0,1,0.5,0.5,0,0,0,0.75,0,0,0,ENTITY
2153,1.6,2,5,0,0,0,12.6,20.5,82.4,0.2,0,0,0,0,0,0.2,0.4,0,0,0,0.5,0,0,0,0,ENTITY
2157,8,2,8,0,0,0,11.625,15.5,525.4375,0,0,0,0,0,0,0,0.625,0.5,1,0,0.5,0.5,0,0,0,ENTITY
2158,0.888889,1.777778,8,0.41574,0,0,9.222222,24,75.387755,0.714286,0,0,0,0,0.5,0,0.142857,0,1,0,1,0,0,0,0,ENTITY
2161,1,2,2,0,0,2.25,6.5,6,100,0,0,0,0,0,0,0,1,0.5,0,0,0,0.5,0,0,0,ENTITY
2162,3.5,1.909091,10.5,0.28748,0,25,9.545455,12.5,264687.21,0.2,0,0,0,0.5,0,0,0.7,0,0,0,0.5,1,0,0,0,ENTITY
2165,0.5,2,4,0,0,0,17.5,14.5,8.75,0.5,0,0,0,0.5,0,0,0.25,0.5,1,0,1,0.5,0,0,0,ENTITY
2166,15,2,15,0,0,0,7.6,10.5,49.573333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,ENTITY
2172,2,2,3,0,0,1,13,11,4.666667,0,0,0,0,0,0,0,0.666667,0.5,0.333333,0.333333,0.5,0.5,0,0,0,ENTITY
2175,2,2,2,0,0,0,0,10,1892.25,0,1,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,0,ENTITY
2181,2,2,7,0,0,0,12.571429,46.5,940.979592,0.714286,0,0,0,0.5,0,0,0.285714,0.5,1,0,0.5,0.5,0,0,0,ENTITY
2182,5,2,11,0,0,0,13.818182,13.5,54329.966942,0.272727,0,0,0,0.5,0,0,0.636364,0.5,0,0,0.5,1,0.090909,0.5,0,ENTITY
2183,1,2,2,0,0,1,8.5,12,12.25,0,0,0,0,0.5,0,0,1,0.5,1,0,0.5,0.5,0,0,0,ENTITY
2184,2,2,2,0,0,0,7.5,10.5,0.25,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,ENTITY
2186,0.333333,1.666667,7.5,0.471405,0,0,8.222222,11,33.916667,0.833333,0.111111,0,0,0,0,0,0.166667,0,0,0,1,0,0.166667,0,0,ENTITY
2188,3,2,5,0,0,25,14.4,18,5491.44,0.6,0,0,0,0.5,0,0,0.8,0.5,1,0,1,1,0,0,0,ENTITY
2191,4.333333,3,17,0,0,2.888889,4,14,2.955017,0,0,0,0,0,0,0.176471,1,0.666667,0,0,1,1,0,0,0,ENTITY
2192,1,3,16,0,0,0.222222,5,14,155.859375,0,0,0,0,0,0.333333,0.375,0.5,1,0,0,1,0.666667,0,0,0,ENTITY
2195,1.428571,2,7,0,0,0,9.142857,83.5,2544.979592,0.142857,0,0,0,0,0.5,0,0.285714,0,0,0,0.5,0,0,0,0,ENTITY
2196,1,2,16,0,0,0,9.0625,29,63438.484375,0.75,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.1875,0,0,ENTITY
2197,5,2,6,0,0,0,9.166667,9.5,6.916667,0.833333,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,ENTITY
2200,1.294118,1.764706,15,0.424183,0,12.25,12.117647,14,99.313609,0.461538,0.058824,0,0,0,0,0.176471,0.230769,1,0.764706,0,1,0,0.076923,0,0,ENTITY
2213,3,2,5,0,0,0,8,7,26.56,0.2,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,ENTITY
2214,0.3,1.7,8.5,0.458258,0,0,18.9,17,342.77551,0.714286,0.2,0,0,0,0,0,0.428571,0,0.2,0,0,0,0,0,0,ENTITY
2216,0.515152,1.848485,30.5,0.35855,0,1,9.090909,8,34.96301,0.035714,0.121212,0,0,0,0.5,0.030303,0.75,0.5,0,0,0,1,0.178571,0,0,ENTITY
2218,9.5,1.8,13.5,0.4,0,9,9.4,10,74.638889,0,0,0,0,0.5,0.5,0,0.25,0,0.8,0,0.5,1,0,0,0,ENTITY
2219,0.3125,1.5625,12.5,0.704339,1,0,21.785714,15,462.198347,0.363636,0,0,0,0,0,0.071429,0.636364,0,0,0,1,1,0,0,0,ENTITY
2223,2,2,2,0,0,2.25,10,9.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0.5,1,0,0,0,ENTITY
2227,1.5,1.75,3.5,0.433013,0,0,5.5,21,229.555556,0.666667,0,0,0,0,0,0,0,0,0.75,0,0.5,0.5,0,0,0,ENTITY
2231,5,2,14,0,0,0,22.214286,25,114.780612,0,0,0,0,0,0,0,0.142857,0.5,1,0,1,0,0.071429,0.5,0,ENTITY
2232,4,2,6,0,0,16,11,19,354.583333,0.666667,0,0,0,0.5,0,0,0.5,0,1,0,0.5,0.5,0,0,0,ENTITY
2233,7,2,7,0,0,4,9.285714,3.5,1.346939,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0.5,0.5,ENTITY
2234,0.4,2,5,0,0,0,9.2,7.5,21.76,0.2,0,0,0,0,0.5,0,0.4,0.5,0,0,0,0,0.2,0,0.5,ENTITY
2235,1.333333,2,3,0,0,0,12.666667,555.5,250178,0.333333,0,0,0,0.5,0,0,0.333333,0,0,0,1,1,0,0,0,ENTITY
2236,1,2,23,0,0,0,15.869565,19,2804.192817,0.913043,0,0,0,0,0,0,0.26087,0,0,0,0.5,0.5,0.086957,0,0,ENTITY
2237,1.333333,2,3,0,0,0,4.666667,23,686,0.333333,0,0,0,0.5,0.5,0,0,0,0.666667,0,0.5,1,0,0,0,ENTITY
2239,2,5,2,0,0,0,3,4.6,6.25,0,0,0,0,0,0,0.5,0,0.6,0.5,0.5,0,0,0,0.6,0.6,ENTITY
2244,1.333333,2,3,0,0,4,5.666667,9,2,0.333333,0,0,0,0,0,0,1,0.5,0,0,0.5,0,0,0,0,ENTITY
2249,1,2,9,0,0,16,11.333333,9,1844.888889,0.111111,0,0,0,0.5,0,0,0.555556,0,0,0,0.5,1,0,0,0,ENTITY
2251,2,2,2,0,0,25,14.5,16,0,0,0,0,0,0.5,0,0,1,0.5,1,0,1,1,0,0,0,ENTITY
2253,3,1.875,15,0.330719,0,0,10.75,23,125913.673469,0.142857,0,0,0,0,0,0,0.214286,0,0,0,0,0,0,0,0,ENTITY
2259,1,2,4,0,0,16,15,18.5,46.6875,0.25,0,0,0,0.5,0,0,0.5,0,0,0,0.5,1,0,0,0,ENTITY
2260,1.5,1.8,4.5,0.4,0,0,6.8,6,17.25,0.75,0,0,0,0.5,0,0,0,0,0.2,0,0,1,0,0,0,ENTITY
2265,1,2,9,0,0,25,11.333333,10,4255.333333,0.111111,0,0,0,0.5,0,0,0.888889,0,0,0,0.5,1,0.111111,0,0,ENTITY
2266,1,2,4,0,0,9,7.75,11,7.6875,0,0,0,0,0.5,0.5,0,1,0.5,0,0,0.5,1,0,0,0,ENTITY
2268,1.5,2,4,0,0,20.25,9.75,20.5,1098.6875,0.25,0,0,0,0,0,0,0.75,0,1,0,0.5,0.5,0,0,0,ENTITY
2270,2,2,2,0,0,6.25,5.5,6.5,0,0,0,0,0,0.5,0.5,0,1,0.5,0,0,0,1,0,0,0,ENTITY
2271,3,2,3,0,0,0,11.666667,19.5,122.888889,0,0,0,0,0.5,0,0,0.666667,0,1,0,0.5,0.5,0,0,0,ENTITY
2274,4,2,6,0,0,1,7.333333,17.5,1214.805556,0.166667,0,0,0,0,0.5,0,0.666667,0.5,0,0,0.5,0,0,0,0,ENTITY
2281,7,2,12,0,0,4,11.666667,6,3367.909722,0,0,0,0,0.5,0,0,0.666667,0,0,0,0,0.5,0.25,0,0,ENTITY
2282,1.125,1.875,7.5,0.330719,0,0,6.875,12,10.285714,0,0,0,0,0,0,0,0,0,0.125,0,1,0.5,0,0,0,ENTITY
2284,2,2,2,0,0,0,4.5,8.5,2.25,1,0,0,0,0,0,0,0,0,1,0,0.5,1,0,0,0,ENTITY
2288,1,2,3,0,0,9,13.666667,6,0.222222,0,0,0,0,0,0,0,0.666667,0.5,1,0,0,0,0.666667,0.5,0.5,ENTITY
2289,9,1.8,9,0.4,0,1,38.6,25,63,0,0,0,0,0,0,0,1,0.5,0.2,0,1,0,0,0,0,ENTITY
2295,1,4,2,0,0,0,5.5,3.5,0.25,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0,0,0,0,0,ENTITY
2296,1.666667,4.333333,2.166667,2.357023,0,2.333333,6.5,6.666667,1,0.5,0,0,0,0,0.166667,0.5,0,0.333333,0,0,0.166667,0.333333,0,0.166667,0.166667,ENTITY
2298,2,2,4,0,0,64,4.5,10,502.1875,0,0,0,0,0,0,0,1,0.5,1,0,0,1,0.25,0.5,0,ENTITY
2305,0.285714,7,2,0,0,0,9.5,5.285714,4,0.5,0,0,0,0,0.142857,0.5,0,0.428571,0.5,0.5,0,0.142857,0.5,0.285714,0.285714,ENTITY
2306,0.294118,1.588235,13.5,0.69102,1,0,19.066667,17,17250.222222,0.333333,0,0,0,0,0,0.066667,0.666667,0,0,0,1,1,0,0,0,ENTITY
2308,3,2,10,0,0,25,11.9,27.5,28122,0.3,0,0,0,0.5,0.5,0,0.5,0,0,0,0.5,1,0,0,0,ENTITY
2309,3,2,6,0,0,20.25,8.166667,7,7740.138889,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0.5,0.5,0.166667,0,0,ENTITY
2311,1,5,2.142857,2.828427,0,4.204082,7,4.857143,4,0,0,0,0,0,0,0.5,0.5,0.714286,0.333333,0.5,0.142857,1,0,0,0,ENTITY
2326,16.666667,2.36,39.333333,0.656049,0,0,0,8,37559.358025,0.244444,0,0,0,0.333333,0,0,0.222222,0,0,0,0,0.333333,0,0,0,ENTITY
2327,7,9,2,0,0,0,14,7,16,1,0,0,0,0,0.111111,0,0.5,0.444444,0.5,0.5,0.222222,0,0,0.333333,0.333333,ENTITY
2333,2,2,5,0,0,0,10.4,9.5,1.84,0,0,0,0,0,0,0,0.6,0.5,0.2,0.2,0,0.5,0.6,0.5,0.5,ENTITY
2334,2,2,5,0,0,0,10.4,9.5,1.84,0,0,0,0,0,0,0,0.6,0.5,0.2,0.2,0,0.5,0.6,0.5,0.5,ENTITY
2335,-0.333333,7,3,0,0,9.061224,2.666667,5.285714,224.222222,0.333333,0,0,0,0,0,0.333333,0.333333,0.571429,0.333333,0.333333,0.142857,0.285714,0,0.428571,0.428571,ENTITY
2338,5,2,9,0,0,0,14.444444,33.5,261.283951,0.111111,0,0,0,0.5,0,0,0.444444,0,0,0,1,1,0.222222,0,0,ENTITY
2339,7.5,1.785714,12.5,0.410326,0,9,8.928571,11.5,82.049587,0,0,0,0,0.5,0,0,0.272727,0,0.785714,0,0.5,1,0,0,0,ENTITY
2340,1.111111,2,9,0,0,6.25,11.444444,55,880.765432,0.111111,0,0.111111,0,0.5,0,0,0.444444,0,1,0,1,1,0.111111,0,0,ENTITY
2341,0.4,5,2,0,0,0,5,5.2,16,0.5,0,0,0,0,0,0,0,0.4,0.5,0.5,0,0,0,0,0,ENTITY
2342,0.4,5,2,0,0,0,5,5.2,16,0.5,0,0,0,0,0,0,0,0.4,0.5,0.5,0,0,0,0,0,ENTITY
2343,2,1.75,14,0.433013,0,0,20.625,123,127347.666667,0.166667,0,0,0,0,0,0,0.583333,0,0,0,1,0,0,0,0,ENTITY
2344,2,2,7,0,0,25,12.714286,7,1333.632653,0.285714,0,0,0,0.5,0.5,0,0.571429,0,1,0,0.5,1,0,0,0,ENTITY
2346,0.714286,1.857143,6.5,0.349927,0,4,9,22,268.333333,0.666667,0,0,0,0,0.5,0,0.333333,0,1,0,1,0,0.166667,0,0,ENTITY
2350,2,2,8,0,0,0,7.5,32,169.25,0.75,0,0,0,0,0,0,0.75,0.5,1,0,0.5,0.5,0,0,0,ENTITY
2355,2,4,2,0,0,0.6875,5.5,1.75,16,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0,ENTITY
2356,1,2,8,0,0,9,11.75,18,190.234375,0,0,0,0,0,0,0,0.875,0.5,0,0,1,0.5,0.375,0.5,0,ENTITY
2359,4,2,4,0,0,1,13.5,45,5118.1875,0,0,0,0,0,0,0,0.5,0,1,0,1,0.5,0,0,0,ENTITY
2360,2,2,10,0,0,6.25,12,20.5,38.64,0.1,0,0,0,0.5,0.5,0,0.4,0.5,1,0,1,1,0.1,0,0,ENTITY
2361,1,4,2,0,0,0,3,12.75,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.25,0,0.5,0.75,0.75,ENTITY
2362,1,4,2,0,0,0,3,12.75,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.25,0,0.5,0.75,0.75,ENTITY
2363,2,2,3,0,0,25,17.333333,64.5,104766.888889,0.666667,0,0,0,0,0,0,0.666667,0.5,0,0,1,0.5,0,0,0,ENTITY
2366,1.416667,1.916667,11.5,0.276385,0,16,13.833333,9,149.603306,0,0.083333,0,0,0.5,0,0,0.454545,0,0,0,0,1,0.090909,0,0,ENTITY
2367,2,2,2,0,0,0,4.5,10,6.25,1,0,0,0,0,0,0,0,0,1,0,0.5,1,0,0,0,ENTITY
2372,1,2,6,0,0,2.25,18,12,25.888889,0,0,0,0,0.5,0,0,0.666667,0.5,0,0,0.5,1,0.5,0.5,0,ENTITY
2373,1,4,2,0,0,0,6.5,8.75,36,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.5,0.25,0,0,0,ENTITY
2376,3,2,8,0,0,900,8.75,9.5,8065.609375,0.375,0,0,0,0.5,0.5,0,0.375,0.5,1,0,0.5,1,0.125,0,0.5,ENTITY
2378,3,3,2.25,1.414214,0,0.75,21,18.5,210.25,0,0,0,0,0,0.75,0,0,0.25,0,0,1,0.75,0,0,0,ENTITY
2381,6,2,6,0,0,0,11,15,140.138889,1,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0.166667,0,0,ENTITY
2382,1,2,4,0,0,6.25,6.25,7,18.1875,0.5,0,0,0,0.5,0,0,0.75,0.5,0,0,0,1,0.25,0.5,0,ENTITY
2383,0.5,4,2,0,0,0,8,5.75,72.25,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.25,0,0,0,0,ENTITY
2388,2,5,2,0,0,0,11,10.8,196,0,0,0,0,0,0.4,0,0,0.6,0.5,0.5,0.6,0,0,0,0,ENTITY
2402,2,2,7,0,0,0,8.714286,11.5,311.673469,0.714286,0,0,0,0,0.5,0,0.142857,0,1,0,0.5,0,0.142857,0,0,ENTITY
2403,2,3,2,0,0,0.222222,4,16,42.25,0.5,0,0,0,0,0.666667,0.5,0.5,1,0.5,0.5,0.666667,0.333333,0.5,0.333333,0.333333,ENTITY
2407,4,2,8,0,0,16,31.375,19.5,133.4375,0.5,0,0,0,0,0.5,0.125,0.75,0.5,0,0,1,0.5,0.5,0,0.5,ENTITY
2414,13,15,2,0,0,0.462222,2.5,6.266667,30.25,0.5,0,0,0,0,0,0,0,0.866667,0,0,0.933333,0,0,0,0,ENTITY
2415,0.666667,2,3,0,0,0.25,8,4,338.666667,0.666667,0,0,0,0,0,0.666667,0.666667,1,0.333333,0.333333,0,1,0,0,0,ENTITY
2416,1,2,2,0,0,0,7,4,361,0.5,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0,0,0,0,0,ENTITY
2429,2,3,2,0,0,0,8.5,11.333333,1,0,0,0,0,0,0,0,0,0.333333,0.5,0.5,0,0.333333,0,0,0,ENTITY
2433,2,2,2,0,0,0,57.5,7.5,144,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,ENTITY
2434,1.5,1.833333,5.5,0.372678,0,2.25,14.5,22,820.24,0.2,0,0,0,0.5,0,0,1,0.5,0,0,1,1,0.2,0,0,ENTITY
2439,2,2,3,0,0,1,8.666667,13,8,0.333333,0,0,0,0.5,0,0,1,0.5,0,0,0.5,0.5,0,0,0,ENTITY
2441,1,2,7,0,0,0.25,6.857143,5,33.836735,0,0,0,0,0,0,0,0.714286,0.5,0,0,0.5,0.5,0.285714,0,0.5,ENTITY
2442,2,2,7,0,0,0.25,6.857143,5,71.632653,0,0,0,0,0,0,0,0.714286,0.5,0,0,0.5,0.5,0.285714,0,0.5,ENTITY
2443,0.411765,1.588235,13.5,0.69102,1,0,20.533333,14.5,401.854167,0.333333,0,0,0,0,0,0.066667,0.583333,0,0,0,1,1,0,0,0,ENTITY
2444,30.5,1.742857,30.5,0.437059,0,9,12.742857,18,1172.936391,1,0,0,0,0,0,0.057143,0.769231,0.5,0.257143,0,1,0.5,0.038462,0,0,ENTITY
2445,26.5,1.709677,26.5,0.453911,0,9,13.258065,18,143.522727,1,0,0,0,0,0,0.032258,0.727273,0.5,0.290323,0,1,0.5,0.045455,0,0,ENTITY
2446,14,1.75,14,0.433013,0,110.25,13.75,18,1412.854167,1,0,0,0,0,0,0.125,0.666667,0.5,0.25,0,1,0.5,0,0,0,ENTITY
2447,35,1.75,35,0.433013,0,9,12.3,18,712.872222,1,0,0,0,0,0,0.05,0.8,0.5,0.25,0,1,0.5,0.033333,0,0,ENTITY
2448,2,1.666667,5,0.471405,0,0.25,10.333333,9,2881.25,0.25,0,0,0,0.5,0,0,0.75,0.5,0.333333,0,1,0.5,0.25,0,0,ENTITY
2456,1,1.571429,5.5,0.494872,0,9,8.285714,34,27053.25,0.25,0.142857,0,0,0,0,0,0.75,0,0.714286,0,1,1,0,0,0,ENTITY
2459,2,2,2,0,0,6.25,12,9.5,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0.5,1,0,0,0,ENTITY
2462,0.3125,1.5625,12.5,0.704339,1,0,20.785714,18.5,5341.057851,0.363636,0,0,0,0,0,0.071429,0.636364,0,0,0,1,1,0,0,0,ENTITY
2467,3,2,14,0,0,0,17,11,3091.372449,0.214286,0,0,0,0,0,0,0.142857,0,0,0,0.5,0.5,0,0,0,ENTITY
2469,3,2,4,0,0,0,8.75,39.5,1995.6875,0.75,0,0,0,0.5,0.5,0,0.5,0,1,0,0.5,1,0,0,0,ENTITY
2470,9,2,11,0,0,16,11.090909,10,26.628099,0,0,0,0,0.5,0,0,0.454545,0,1,0,1,1,0.090909,0,0.5,ENTITY
2475,1,2,3,0,0,0.25,18.666667,16,3.555556,0,0,0,0,0,0,0.333333,0.666667,0.5,0.333333,0.333333,0.5,0,0.666667,0.5,0.5,ENTITY
2476,1,2,3,0,0,0,16.333333,14.5,2,0,0,0,0,0,0,0.666667,0.666667,1,0.333333,0.333333,0.5,0.5,0.666667,0.5,0.5,ENTITY
2478,0.666667,3,2,0,0,22.222222,10.5,33.666667,992.25,0,0,0,1,0.333333,0.666667,0,1,0.666667,0,0,1,0.666667,0,0,0,ENTITY
2479,5,2,9,0,0,0,9.111111,38.5,729.777778,0.222222,0,0,0,0.5,0.5,0,0.333333,0.5,0,0,0.5,0.5,0,0,0,ENTITY
2481,0.8,5,2,0,0,0,9,11.6,30.25,0.5,0,0,0,0,0,0.5,0,0.6,0.5,0.5,0.4,0.4,0,0.2,0.2,ENTITY
2484,3,3,3,0,0,0.888889,4.333333,5,0,0,0,0,0,0,0,0.333333,0,0.333333,1,0,0.333333,0,0,0,0,ENTITY
2485,1,2,9,0,0,0,8.333333,7.5,108.666667,0.666667,0,0,0,0,0,0,0.111111,0.5,1,0,0.5,0,0.111111,0.5,0,ENTITY
2487,2,2,2,0,0,56.25,16.5,46,462.25,0,0,0,0,0.5,0,0,1,0.5,0,0,1,0.5,0,0,0,ENTITY
2488,4,2,7,0,0,0,8.428571,10.5,39.387755,0,0,0,0,0,0,0,0.428571,0,0,0,0,0.5,0.142857,0,0,ENTITY
2489,0.666667,3,4,0,0,18,11.5,19.666667,37.25,0,0,0,0,0,0,0,1,0.333333,1,0,1,0.666667,0,0,0,ENTITY
2491,5,2,5,0,0,4,11.2,55,1470.24,0,0,0,0,0,0,0,0.8,0,1,0,1,0.5,0,0,0,ENTITY
2493,6,2,6,0,0,6.25,9,4,2.138889,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.5,1,0.5,0.5,ENTITY
2496,1.5,1.8,4.5,0.4,0,2.25,7.2,6,33.1875,0.25,0,0,0,0.5,0.5,0.2,0.75,0.5,0,0,1,0.5,0.25,0,0,ENTITY
2503,4,2,8,0,0,42.25,15.625,31,416.984375,0.25,0,0,0,0.5,0,0,0.375,0,0,0,1,1,0.125,0,0.5,ENTITY
2506,2,2,4,0,0,25,12.25,12,32.6875,0,0,0,0,0.5,0,0,0.75,0.5,0,0,0.5,0.5,0.5,0,0.5,ENTITY
2507,2,2,3,0,0,0,11.666667,27.5,174.888889,0,0,0,0,0.5,0.5,0,0.333333,0,0,0,1,1,0,0,0,ENTITY
2508,2,2,3,0,0,9,8,15,62,0,0,0,0,0,0,0,0.333333,0.5,0,0,0.5,0.5,0,0,0,ENTITY
