@relation TestInstances

@attribute ID numeric
@attribute CUMULATIVE_CONTENT_CONSISTENCY numeric
@attribute AVG_CELL_LENGTH numeric
@attribute AVG_COLS numeric
@attribute AVG_ROWS numeric
@attribute RATIO_ALPHABETICAL numeric
@attribute STD_DEV_COLS numeric
@attribute MAX_COLS numeric
@attribute STD_DEV_ROWS numeric
@attribute LOCAL_AVG_LENGTH_COL_0 numeric
@attribute LOCAL_AVG_LENGTH_COL_1 numeric
@attribute LOCAL_AVG_LENGTH_COL_2 numeric
@attribute LOCAL_AVG_LENGTH_COL_3 numeric
@attribute LOCAL_AVG_LENGTH_COL_4 numeric
@attribute LOCAL_AVG_LENGTH_COL_5 numeric
@attribute LOCAL_AVG_LENGTH_ROW_0 numeric
@attribute LOCAL_AVG_LENGTH_ROW_1 numeric
@attribute LOCAL_AVG_LENGTH_ROW_2 numeric
@attribute LOCAL_AVG_LENGTH_ROW_3 numeric
@attribute LOCAL_AVG_LENGTH_ROW_4 numeric
@attribute LOCAL_AVG_LENGTH_ROW_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_COL_5 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_0 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_1 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_2 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_3 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_4 numeric
@attribute LOCAL_LENGTH_VARIANCE_ROW_5 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_0 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_1 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_2 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_3 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_4 numeric
@attribute LOCAL_RATIO_ANCHOR_COL_5 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_0 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_1 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_2 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_3 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_4 numeric
@attribute LOCAL_RATIO_ANCHOR_ROW_5 numeric
@attribute LOCAL_RATIO_IMAGE_COL_0 numeric
@attribute LOCAL_RATIO_IMAGE_COL_1 numeric
@attribute LOCAL_RATIO_IMAGE_COL_2 numeric
@attribute LOCAL_RATIO_IMAGE_COL_3 numeric
@attribute LOCAL_RATIO_IMAGE_COL_4 numeric
@attribute LOCAL_RATIO_IMAGE_COL_5 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_0 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_1 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_2 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_3 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_4 numeric
@attribute LOCAL_RATIO_IMAGE_ROW_5 numeric
@attribute LOCAL_RATIO_INPUT_COL_0 numeric
@attribute LOCAL_RATIO_INPUT_COL_1 numeric
@attribute LOCAL_RATIO_INPUT_COL_2 numeric
@attribute LOCAL_RATIO_INPUT_COL_3 numeric
@attribute LOCAL_RATIO_INPUT_COL_4 numeric
@attribute LOCAL_RATIO_INPUT_COL_5 numeric
@attribute LOCAL_RATIO_INPUT_ROW_0 numeric
@attribute LOCAL_RATIO_INPUT_ROW_1 numeric
@attribute LOCAL_RATIO_INPUT_ROW_2 numeric
@attribute LOCAL_RATIO_INPUT_ROW_3 numeric
@attribute LOCAL_RATIO_INPUT_ROW_4 numeric
@attribute LOCAL_RATIO_INPUT_ROW_5 numeric
@attribute LOCAL_RATIO_SELECT_COL_0 numeric
@attribute LOCAL_RATIO_SELECT_COL_1 numeric
@attribute LOCAL_RATIO_SELECT_COL_2 numeric
@attribute LOCAL_RATIO_SELECT_COL_3 numeric
@attribute LOCAL_RATIO_SELECT_COL_4 numeric
@attribute LOCAL_RATIO_SELECT_COL_5 numeric
@attribute LOCAL_RATIO_SELECT_ROW_0 numeric
@attribute LOCAL_RATIO_SELECT_ROW_1 numeric
@attribute LOCAL_RATIO_SELECT_ROW_2 numeric
@attribute LOCAL_RATIO_SELECT_ROW_3 numeric
@attribute LOCAL_RATIO_SELECT_ROW_4 numeric
@attribute LOCAL_RATIO_SELECT_ROW_5 numeric
@attribute LOCAL_RATIO_COLON_COL_0 numeric
@attribute LOCAL_RATIO_COLON_COL_1 numeric
@attribute LOCAL_RATIO_COLON_COL_2 numeric
@attribute LOCAL_RATIO_COLON_COL_3 numeric
@attribute LOCAL_RATIO_COLON_COL_4 numeric
@attribute LOCAL_RATIO_COLON_COL_5 numeric
@attribute LOCAL_RATIO_COLON_ROW_0 numeric
@attribute LOCAL_RATIO_COLON_ROW_1 numeric
@attribute LOCAL_RATIO_COLON_ROW_2 numeric
@attribute LOCAL_RATIO_COLON_ROW_3 numeric
@attribute LOCAL_RATIO_COLON_ROW_4 numeric
@attribute LOCAL_RATIO_COLON_ROW_5 numeric
@attribute LOCAL_RATIO_COMMA_COL_0 numeric
@attribute LOCAL_RATIO_COMMA_COL_1 numeric
@attribute LOCAL_RATIO_COMMA_COL_2 numeric
@attribute LOCAL_RATIO_COMMA_COL_3 numeric
@attribute LOCAL_RATIO_COMMA_COL_4 numeric
@attribute LOCAL_RATIO_COMMA_COL_5 numeric
@attribute LOCAL_RATIO_COMMA_ROW_0 numeric
@attribute LOCAL_RATIO_COMMA_ROW_1 numeric
@attribute LOCAL_RATIO_COMMA_ROW_2 numeric
@attribute LOCAL_RATIO_COMMA_ROW_3 numeric
@attribute LOCAL_RATIO_COMMA_ROW_4 numeric
@attribute LOCAL_RATIO_COMMA_ROW_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_CONTAINS_NUMBER_ROW_5 numeric
@attribute LOCAL_RATIO_HEADER_COL_0 numeric
@attribute LOCAL_RATIO_HEADER_COL_1 numeric
@attribute LOCAL_RATIO_HEADER_COL_2 numeric
@attribute LOCAL_RATIO_HEADER_COL_3 numeric
@attribute LOCAL_RATIO_HEADER_COL_4 numeric
@attribute LOCAL_RATIO_HEADER_COL_5 numeric
@attribute LOCAL_RATIO_HEADER_ROW_0 numeric
@attribute LOCAL_RATIO_HEADER_ROW_1 numeric
@attribute LOCAL_RATIO_HEADER_ROW_2 numeric
@attribute LOCAL_RATIO_HEADER_ROW_3 numeric
@attribute LOCAL_RATIO_HEADER_ROW_4 numeric
@attribute LOCAL_RATIO_HEADER_ROW_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_COL_5 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_0 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_1 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_2 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_3 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_4 numeric
@attribute LOCAL_RATIO_IS_NUMBER_ROW_5 numeric
@attribute CLASS {LAYOUT,RELATION,ENTITY,MATRIX,OTHER}

@data
5533,3,3.857143,7,3,0.142857,0,7,0,4,3.666667,3.666667,3.666667,4,4,3.428571,4,4,4,4,4.142857,0.666667,0.222222,0.222222,0.222222,0,0,0.244898,0,0,0,0,0.122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.857143,0.857143,0.857143,0.857143,0.857143,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.857143,0.857143,0.857143,0.857143,0.857143,0.857143,MATRIX
5536,6,4.785714,7,6,0.142857,0,7,0,20.333333,0,2.666667,2.666667,2.666667,2.666667,3.571429,3.857143,5.714286,5.714286,5,5.857143,79.888889,0,0.555556,0.555556,0.555556,0.555556,2.244898,12.122449,69.632653,69.632653,67.142857,105.836735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,MATRIX
5537,3,6.533333,5,3,0.2,0,5,0,7.333333,6,6.333333,6.333333,7,6,5.6,6.8,6.8,6.8,6.8,7.2,0.888889,2,0.888889,0.888889,0,2,2.64,0.16,0.16,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MATRIX
5538,3,6,5,3,0.2,0,5,0,7.333333,5.333333,5.666667,5.666667,6.333333,5.333333,5.6,6,6,6,6,6.4,0.888889,0.888889,0.222222,0.222222,0.222222,0.888889,2.64,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MATRIX
5540,2.2,4.066667,5,3,0.266667,0,5,0,12.666667,1.333333,1.333333,1.333333,1.666667,3.333333,2.8,4.2,4.2,4.2,4.2,5.2,33.555556,0.222222,0.222222,0.222222,0.222222,3.555556,4.96,24.16,24.16,24.16,24.16,47.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,MATRIX
5541,2.2,4.2,5,3,0.266667,0,5,0,13.666667,1.333333,1.333333,1.333333,1.333333,3.333333,2.8,4.8,4.8,4.8,4.8,5,38.222222,0.222222,0.222222,0.222222,0.222222,3.555556,4.96,50.56,50.56,50.56,50.56,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,MATRIX
5542,2.2,3.933333,5,3,0.266667,0,5,0,12.666667,1,1.333333,1.333333,1.333333,3.333333,2.8,4.4,4.4,4.4,4.4,4.6,29.555556,0,0.222222,0.222222,0.222222,3.555556,4.96,39.84,39.84,39.84,39.84,32.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,MATRIX
5543,2.2,3.933333,5,3,0.266667,0,5,0,12,1.333333,1.333333,1.333333,1.666667,3.333333,2.8,3.8,3.8,3.8,3.8,5.2,32.666667,0.222222,0.222222,0.222222,0.222222,3.555556,4.96,16.96,16.96,16.96,16.96,47.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,MATRIX
5544,2.2,4.333333,5,3,0.266667,0,5,0,14,1.666667,1.333333,1.333333,1.333333,3.333333,2.8,5.2,5.2,5.2,5.2,5,40.666667,0.222222,0.222222,0.222222,0.222222,3.555556,4.96,47.76,47.76,47.76,47.76,42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,MATRIX
5545,2.2,3.733333,5,3,0.266667,0,5,0,10.333333,1.666667,1.666667,1.666667,1.666667,3.333333,2.8,4,4,4,4,4.4,14.888889,0.222222,0.222222,0.222222,0.222222,3.555556,4.96,16,16,16,16,23.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,MATRIX
5546,2.2,3.733333,5,3,0.266667,0,5,0,11.333333,1.333333,1.333333,1.333333,1.333333,3.333333,2.8,4.2,4.2,4.2,4.2,4.2,20.222222,0.222222,0.222222,0.222222,0.222222,3.555556,4.96,29.36,29.36,29.36,29.36,24.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.6,0.8,0.8,0.8,0.8,0.8,MATRIX
5549,2,8.7,5,2,0.2,0,5,0,23,4.5,5,5,5.5,5.5,8.8,8.6,8.6,8.6,8.8,8.6,1,0.25,0,0,0.25,0.25,43.76,59.44,59.44,59.44,43.76,59.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,0.8,1,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0,1,1,1,1,1,0.8,0.8,0.8,0.8,0.8,0.8,MATRIX
5552,1,4,6,3,0.333333,0,6,0,13.666667,2,1.666667,1.666667,1.666667,3.333333,6.166667,2.833333,2.833333,2.833333,2.833333,3,26.888889,0,0.888889,0.888889,0.888889,3.555556,45.805556,10.472222,10.472222,10.472222,10.472222,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666667,0.666667,1,0.666667,0.5,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666667,0.666667,0.666667,0.666667,0.333333,0.833333,0.833333,0.833333,0.833333,0.833333,MATRIX
5554,3,2.4375,16,3,0.0625,0,16,0,3.333333,2,2.666667,2.666667,3,2.333333,3.125,2.0625,2.0625,2.0625,2.0625,2.125,3.555556,0.666667,1.555556,1.555556,2,0.222222,1.484375,0.933594,0.933594,0.933594,0.933594,0.984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.666667,0.666667,0.666667,0.333333,0.4375,0.5,0.5,0.5,0.5,0.4375,0,1,1,1,1,1,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0.333333,0.333333,0.333333,0.666667,0.5,0.4375,0.4375,0.4375,0.4375,0.5,MATRIX
5555,1.545455,1.848485,11,3,0.212121,0,11,0,10.333333,1,1,1,1,1,1.363636,1.909091,1.909091,1.909091,1.909091,2.272727,16.888889,0,0,0,0,0,1.322314,8.264463,8.264463,8.264463,8.264463,16.198347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,1,1,1,0.666667,0.666667,0.636364,1,1,1,1,0.909091,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.818182,MATRIX
5556,1.545455,1.909091,11,3,0.212121,0,11,0,11,1,1,1,1,1,1.363636,1.909091,1.909091,1.909091,1.909091,2.454545,24,0,0,0,0,0,1.322314,8.264463,8.264463,8.264463,8.264463,21.157025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,1,1,1,0.666667,0.666667,0.636364,1,1,1,1,0.909091,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.818182,MATRIX
5557,1.545455,2.121212,11,3,0.212121,0,11,0,13,1,1,1,1,1,1.363636,2.090909,2.090909,2.090909,2.090909,2.909091,42.666667,0,0,0,0,0,1.322314,11.900826,11.900826,11.900826,11.900826,32.809917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.909091,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.636364,0.909091,0.909091,0.909091,0.909091,0.818182,MATRIX
5559,-3.888889,5.777778,7,9,0.222222,0,7,0,9.111111,4.888889,5.222222,5.222222,5.111111,6.333333,5.714286,6.857143,5.714286,5.714286,4.142857,7.857143,23.654321,1.876543,1.283951,1.283951,1.654321,2.222222,7.346939,4.408163,0.489796,0.489796,2.979592,17.265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444444,0.555556,0.555556,0.555556,0.777778,0,0.857143,0.857143,0.857143,0.142857,0.857143,0,1,1,1,1,1,0.857143,0.857143,0.857143,0.857143,0.857143,0.857143,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MATRIX
5560,1.4,4.4,5,3,0.333333,0,5,0,12.333333,2,2,2,2.333333,3.333333,6,3.8,3.8,3.8,3.8,3.4,11.555556,0,0,0,0.222222,3.555556,32.4,12.96,12.96,12.96,12.96,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.4,0.8,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.666667,0.666667,0.4,0.8,0.8,0.8,0.8,0.8,MATRIX
5563,-0.8,2.5,4,5,0.4,0,4,0,1.8,2.8,2.6,2.6,2.6,2.8,4.75,2,1.75,1.75,1.75,2.25,1.36,2.56,0.64,0.64,0.64,1.36,0.6875,0,0.1875,0.1875,0.1875,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0,0.75,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0,0.75,0.75,0.75,0.75,0.75,MATRIX
5567,0.714286,3.285714,7,7,0.265306,0,7,0,8.571429,2.857143,1.142857,1.142857,3.571429,1.857143,3.285714,3.714286,3.142857,3.142857,3.571429,2.857143,4.816327,0.122449,0.122449,0.122449,0.244898,0.408163,3.918367,12.489796,4.979592,4.979592,10.816327,2.122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857143,1,1,0.571429,0.857143,0.285714,0.714286,0.714286,0.714286,0.857143,0.857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857143,1,1,0.571429,0.857143,0.285714,0.714286,0.714286,0.714286,0.857143,0.857143,MATRIX
5568,1,2.166667,6,3,0.333333,0,6,0,5.666667,1,1.333333,1.333333,1.666667,2.333333,2.833333,2.166667,2.166667,2.166667,2.166667,1.5,2.888889,0,0.222222,0.222222,0.888889,3.555556,2.805556,6.805556,6.805556,6.805556,6.805556,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.666667,0.666667,1,0.666667,0.5,0.833333,0.833333,0.833333,0.833333,0.833333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,1,0,0,0,0,0,0,1,0.666667,0.666667,0.666667,0.666667,0.333333,0.833333,0.833333,0.833333,0.833333,0.833333,MATRIX
5570,2.333333,5.5,6,3,0.222222,0,6,0,13,3.333333,3.333333,3.333333,3.333333,6,5.333333,5.5,5.5,5.5,5.5,5.666667,12.666667,0.888889,0.888889,0.888889,0.888889,0,34.222222,4.583333,4.583333,4.583333,4.583333,6.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0,0.666667,0,0,0,0,0,MATRIX
5571,2.333333,5.611111,6,3,0.222222,0,6,0,14.666667,3.333333,3.333333,3.333333,3.333333,5.666667,5.333333,5.5,5.5,5.5,5.5,6,8.222222,0.888889,0.888889,0.888889,0.888889,0.222222,34.222222,6.583333,6.583333,6.583333,6.583333,16.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.666667,0.666667,0.833333,0.833333,0.833333,0.833333,0.833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0.333333,0.333333,0,0.666667,0,0,0,0,0,MATRIX
